step,obs_mean_r,obs_mean_g,obs_mean_b,road_offset,action_steering,action_gas,action_brake,reward,cumulative_reward,terminated
348,117,147,91,0.0353,0.1364,0.8244,0.0,0.497,160.4147,False
349,117,153,100,0.0646,0.0019,0.7963,0.0,0.579,160.9936,False
350,115,149,96,0.0521,-0.0411,0.8198,0.0337,0.4852,161.4788,False
351,117,152,99,-0.0446,-0.044,0.7967,0.0,0.5268,162.0056,False
352,122,157,96,0.0841,0.2443,0.6584,0.0,0.4423,162.4479,False
353,116,153,99,0.0333,0.1323,0.7772,0.0008,0.5458,162.9937,False
354,112,150,87,0.1307,0.2475,0.7174,0.0,0.4519,163.4456,False
355,123,154,91,0.0222,-0.085,0.892,0.0031,0.5699,164.0155,False
356,113,149,100,-0.1007,-0.0629,0.8299,0.0,0.5632,164.5787,False
357,120,140,93,-0.2285,-0.2587,0.7544,0.0091,0.4766,165.0554,False
358,123,147,93,-0.1175,-0.1462,0.8009,0.0,0.4279,165.4833,False
359,118,145,98,-0.1409,0.0151,0.8774,0.0,0.63,166.1133,False
360,110,144,87,-0.1964,-0.165,0.6934,0.0,0.3649,166.4782,False
361,116,137,86,-0.1497,-0.1118,0.748,0.0061,0.5042,166.9824,False
362,115,139,81,-0.2018,0.0196,0.8036,0.013,0.6225,167.6048,False
363,128,149,86,-0.1312,-0.0945,0.7983,0.0,0.5567,168.1616,False
364,121,143,100,-0.1332,-0.2012,0.7132,0.0065,0.4994,168.661,False
365,116,141,91,-0.2377,-0.1269,0.7257,0.0336,0.4917,169.1527,False
366,127,147,90,-0.1936,-0.0837,0.8029,0.0224,0.5625,169.7152,False
367,114,134,92,-0.2847,-0.2322,0.6666,0.0161,0.3782,170.0933,False
368,115,148,90,-0.2613,-0.1433,0.8038,0.0,0.6008,170.6941,False
369,116,141,94,-0.1496,-0.1093,0.834,0.0195,0.6099,171.304,False
370,107,140,100,-0.1901,-0.1255,0.8119,0.0,0.5647,171.8688,False
371,107,141,92,-0.2699,-0.1139,0.7361,0.0,0.5061,172.3749,False
372,117,142,94,-0.223,-0.0932,0.7972,0.0174,0.5669,172.9417,False
373,108,137,99,-0.3207,-0.3275,0.6123,0.0,0.2768,173.2185,False
374,116,141,89,-0.395,-0.3022,0.7082,0.01,0.4128,173.6313,False
375,118,132,88,-0.3309,-0.1422,0.7944,0.0,0.4944,174.1257,False
376,110,138,97,-0.2943,-0.1926,0.7916,0.0085,0.5863,174.712,False
377,115,143,86,-0.2991,-0.281,0.6713,0.0006,0.5068,175.2188,False
378,114,135,88,-0.3573,-0.3072,0.7123,0.0,0.444,175.6628,False
379,117,151,91,-0.3076,-0.1772,0.7507,0.0095,0.446,176.1088,False
380,112,136,82,-0.2753,-0.2667,0.607,0.0175,0.2752,176.384,False
381,111,142,89,-0.296,-0.2161,0.689,0.0,0.457,176.841,False
382,116,136,85,-0.3822,-0.2541,0.7187,0.019,0.4066,177.2476,False
383,116,147,80,-0.3464,-0.2425,0.7551,0.0,0.503,177.7505,False
384,109,131,88,-0.3466,-0.3568,0.6424,0.0,0.3537,178.1043,False
385,118,143,84,-0.3147,-0.1844,0.7948,0.0,0.5016,178.6059,False
386,116,140,92,-0.2774,-0.3258,0.6765,0.0132,0.282,178.8879,False
387,115,141,88,-0.365,-0.3515,0.6922,0.0,0.3953,179.2832,False
388,115,140,92,-0.2688,-0.1069,0.7951,0.0346,0.5888,179.872,False
389,110,140,81,-0.3467,-0.2241,0.6897,0.0118,0.4171,180.2891,False
390,109,145,85,-0.3223,-0.2706,0.65,0.0,0.4335,180.7226,False
391,114,133,97,-0.3534,-0.1697,0.7446,0.0,0.4545,181.1771,False
392,116,141,91,-0.2973,-0.2264,0.7559,0.0,0.4302,181.6073,False
393,119,141,96,-0.2725,-0.2968,0.6237,0.0167,0.2532,181.8606,False
394,117,140,96,-0.3487,-0.2667,0.6636,0.0,0.3796,182.2401,False
395,104,141,91,-0.3552,-0.3686,0.6625,0.0,0.4326,182.6727,False
396,112,135,86,-0.3542,-0.1578,0.7511,0.0,0.3478,183.0205,False
397,129,146,91,-0.3131,-0.272,0.7373,0.0436,0.4858,183.5063,False
398,114,144,84,-0.1927,-0.1715,0.7282,0.0456,0.4758,183.9822,False
399,113,143,92,-0.225,-0.1855,0.7355,0.0,0.477,184.4592,False
400,115,137,93,-0.2534,-0.1721,0.7314,0.0158,0.4342,184.8934,False
401,104,149,94,-0.2864,-0.3223,0.7691,0.0204,0.3533,185.2467,False
402,114,138,79,-0.2427,-0.221,0.7939,0.0026,0.431,185.6777,False
403,123,144,91,-0.2077,-0.1571,0.8157,0.0011,0.5644,186.242,False
404,120,147,93,-0.2695,-0.1831,0.8345,0.0372,0.5381,186.7802,False
405,111,134,81,-0.2344,-0.1094,0.7939,0.0,0.4878,187.2679,False
406,113,142,90,-0.3418,-0.2136,0.7842,0.0,0.5296,187.7975,False
407,110,140,94,-0.2356,-0.1369,0.7491,0.0,0.4947,188.2922,False
408,123,145,91,-0.2176,-0.2126,0.6898,0.0,0.4455,188.7378,False
409,106,147,91,-0.2929,-0.2254,0.7348,0.0083,0.4849,189.2226,False
410,107,145,93,-0.2337,-0.1788,0.7948,0.001,0.5381,189.7608,False
411,106,136,92,-0.2404,-0.2229,0.7082,0.0044,0.4193,190.1801,False
412,115,133,88,-0.2984,-0.0785,0.8021,0.0,0.5637,190.7437,False
413,113,137,92,-0.2878,-0.189,0.747,0.0109,0.4886,191.2323,False
414,121,151,85,-0.2473,-0.2076,0.8215,0.0,0.4117,191.644,False
415,119,150,89,-0.2345,-0.2045,0.7114,0.0,0.416,192.0601,False
416,116,152,99,-0.1938,-0.2135,0.7358,0.0,0.4144,192.4745,False
417,116,153,92,-0.2337,-0.1911,0.7485,0.0,0.4018,192.8763,False
418,126,155,100,-0.1577,-0.0885,0.8074,0.0,0.5672,193.4435,False
419,112,143,99,-0.2256,-0.0882,0.8189,0.0,0.5252,193.9686,False
420,114,142,89,-0.2127,-0.0939,0.8163,0.0,0.5269,194.4956,False
421,111,143,92,-0.1711,-0.0514,0.8026,0.002,0.5146,195.0102,True
